name,address,city,state,phone,website,types,lead_score,priority,review_count,rating,on_ubereats,on_grubhub,contact_by_date,latitude,longitude,place_id
Meijer,"9200 S Western Ave, Evergreen Park, IL 60805, USA",Chicago,IL,(708) 499-8100,https://www.meijer.com/shopping/store-locator/265.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3529,4.3,True,True,2026-01-31,41.7247519,-87.68505019999999,ChIJ05WuVkQlDogRWGLB0BgvXWc
Safeway,"3842 Bridgeport Way W, Tacoma, WA 98466, USA",Seattle,WA,(253) 565-6215,https://local.safeway.com/safeway/wa/tacoma/3842-bridgeport-way.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1425,4.1,True,False,2026-01-31,47.2216712,-122.5393458,ChIJVcWrSPOqkVQRmkZ8O7FYbsQ
Safeway,"630 228th Ave NE, Sammamish, WA 98074, USA",Seattle,WA,(425) 868-4000,https://local.safeway.com/safeway/wa/sammamish/630-228th-ave-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,622,4.2,False,True,2026-01-31,47.61521949999999,-122.0334793,ChIJnd3kX_RxkFQRikvUHKl9s3k
Ralphs,"260 S La Brea Ave, Los Angeles, CA 90036, USA",Los Angeles,CA,(323) 937-3264,https://www.ralphs.com/stores/grocery/ca/los-angeles/la-brea/703/00039?cid=loc_70300039_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1087,4.2,False,True,2026-01-31,34.0699624,-118.3435114,ChIJq9sC39i4woARg_V5W7CPQ-s
Ralphs,"5345 Alton Pkwy, Irvine, CA 92604, USA",Los Angeles,CA,(949) 552-0597,https://www.ralphs.com/stores/grocery/ca/irvine/alton-square/703/00154?cid=loc_70300154_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,595,4.2,False,True,2026-01-31,33.671973,-117.7897874,ChIJX7pyAaTd3IARSWN8lVnldt0
QFC,"4800 NE 4th St, Renton, WA 98059, USA",Seattle,WA,(425) 226-7086,https://www.qfc.com/stores/grocery/wa/renton/renton/705/00871?cid=loc_70500871_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,627,4.2,True,False,2026-01-31,47.4898837,-122.1549439,ChIJw_b0V9dnkFQR08P2Vgb7HQw
Ralphs,"14440 Burbank Blvd, Sherman Oaks, CA 91401, USA",Los Angeles,CA,(818) 989-5640,https://www.ralphs.com/stores/grocery/ca/sherman-oaks/van-nuys-burbank/703/00702?cid=loc_70300702_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1445,4.0,False,True,2026-01-31,34.1714675,-118.447171,ChIJrWGhRa6XwoAR8vNyl4rn2b4
Vons,"3461 W 3rd St, Los Angeles, CA 90020, USA",Los Angeles,CA,(213) 384-6552,https://local.vons.com/ca/los-angeles/3461-w-3rd-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3577,4.2,True,False,2026-01-31,34.0699603,-118.2908839,ChIJnQk-VGTHwoARWshCMCP50us
Ralphs,"670 S Western Ave, Los Angeles, CA 90005, USA",Los Angeles,CA,(213) 383-5058,https://www.ralphs.com/stores/grocery/ca/los-angeles/wiltern/703/00016?cid=loc_70300016_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1741,4.1,True,False,2026-01-31,34.0600458,-118.3085512,ChIJaz46A4W4woARM1iwC0URPD0
Ralphs,"211 N Glendale Ave, Glendale, CA 91206, USA",Los Angeles,CA,(818) 549-0035,https://www.ralphs.com/stores/grocery/ca/glendale/glendale-wilson/703/00134?cid=loc_70300134_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,662,4.2,False,True,2026-01-31,34.1484897,-118.2484205,ChIJf9t8darBwoARUZ9pjFi_rPI
Ralphs,"2600 S Vermont Ave, Los Angeles, CA 90007, USA",Los Angeles,CA,(323) 732-3863,https://www.ralphs.com/stores/grocery/ca/los-angeles/renaissance-plaza/703/00294?cid=loc_70300294_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,2819,4.3,False,True,2026-01-31,34.0318453,-118.2907927,ChIJE1TNSvLHwoARNK8JeIKSP4k
Safeway,"46848 Mission Blvd, Fremont, CA 94539, USA",San Francisco,CA,(510) 497-1003,https://local.safeway.com/safeway/ca/fremont/46848-mission-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1552,4.1,True,False,2026-01-31,37.4896436,-121.9274557,ChIJZYFdHkPGj4ARSQ2sRvpqL8o
QFC,"11700 Mukilteo Speedway, Mukilteo, WA 98275, USA",Seattle,WA,(425) 290-6166,https://www.qfc.com/stores/grocery/wa/mukilteo/harbour-pointe/705/00832?cid=loc_70500832_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,562,4.2,True,False,2026-01-31,47.8911525,-122.2879064,ChIJ9TrT5fcDkFQRgNVBRxLuflE
Safeway,"300 Bellevue Way NE, Bellevue, WA 98004, USA",Seattle,WA,(425) 749-3885,https://local.safeway.com/safeway/wa/bellevue/300-bellevue-way-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2278,4.3,True,True,2026-01-31,47.6130672,-122.200964,ChIJ55QQpIdskFQRmIcPnF7hHyc
WinCo Foods,"9900 19th Ave SE, Everett, WA 98208, USA",Seattle,WA,(425) 740-2208,http://www.wincofoods.com/,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3571,4.5,True,False,2026-01-31,47.908383,-122.208621,ChIJc4HfzCkHkFQRFp10x_KMYV4
QFC,"11100 Roosevelt Way NE, Seattle, WA 98125, USA",Seattle,WA,(206) 361-4849,https://www.qfc.com/stores/grocery/wa/seattle/northgate/705/00866?cid=loc_70500866_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,924,4.0,True,True,2026-01-31,47.70940450000001,-122.3171935,ChIJscNhs1kRkFQRgzWW3rh3mYs
Safeway,"2600 Willow Pass Rd, Concord, CA 94519, USA",San Francisco,CA,(925) 689-3240,https://local.safeway.com/safeway/ca/concord/2600-willow-pass-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2136,4.1,False,True,2026-01-31,37.9782215,-122.0282109,ChIJC_ZoaSVnhYARLMmMa3zm7QA
Safeway,"2800 Ygnacio Valley Rd, Walnut Creek, CA 94598, USA",San Francisco,CA,(925) 948-2283,https://local.safeway.com/safeway/ca/walnut-creek/2800-ygnacio-valley-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1058,4.4,True,True,2026-01-31,37.9272484,-122.0185483,ChIJ40s1z11ghYAR61wCDBhfcww
Safeway,"921 E Hillsdale Blvd, Foster City, CA 94404, USA",San Francisco,CA,(650) 377-0711,https://local.safeway.com/safeway/ca/foster-city/921-e-hillsdale-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1237,4.2,True,True,2026-01-31,37.5568552,-122.2757994,ChIJ3c8EZtCej4ARPx3neXP_4R0
Safeway,"6688 Alhambra Ave, Martinez, CA 94553, USA",San Francisco,CA,(925) 933-0540,https://local.safeway.com/safeway/ca/martinez/6688-alhambra-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,627,4.1,True,False,2026-01-31,37.9579261,-122.0939505,ChIJFdVUtBpkhYARinhQ3b4eLkc
WinCo Foods,"21900 Hwy 99, Edmonds, WA 98026, USA",Seattle,WA,(425) 697-1052,https://wincofoods.com/,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3724,4.5,False,True,2026-01-31,47.8007295,-122.3333075,ChIJJ7AXS6MakFQRv9jcOe5OUz0
Safeway,"11501 Canyon Rd E, Puyallup, WA 98373, USA",Seattle,WA,(253) 536-4792,https://local.safeway.com/safeway/wa/puyallup/11501-canyon-rd-e.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2624,4.1,True,False,2026-01-31,47.1518512,-122.3552514,ChIJbwjbvev9kFQRUd3oVrEjx_0
Safeway,"70 Cabrillo Hwy N, Half Moon Bay, CA 94019, USA",San Francisco,CA,(650) 726-1143,https://local.safeway.com/safeway/ca/half-moon-bay/70-cabrillo-hwy.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,720,4.1,True,True,2026-01-31,37.4692702,-122.4361387,ChIJR2KTi7J0j4ARYKLS3pms4jc
WinCo Foods,"160 SW Campus Dr, Federal Way, WA 98003, USA",Seattle,WA,(253) 838-7109,https://wincofoods.com/,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2712,4.4,False,True,2026-01-31,47.292525,-122.336179,ChIJ0-CZObNXkFQRrivgZDp2nls
Safeway,"301 Marysville Mall #60, Marysville, WA 98270, USA",Seattle,WA,(360) 659-5841,https://local.safeway.com/safeway/wa/marysville/301-marysville-mall-60.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1267,4.1,False,True,2026-01-31,48.0508707,-122.1795564,ChIJJee_lIVUhVQRTwWNuSCN5A8
Safeway,"710 Bancroft Rd, Walnut Creek, CA 94598, USA",San Francisco,CA,(925) 937-8537,https://local.safeway.com/safeway/ca/walnut-creek/710-bancroft-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,817,4.2,False,True,2026-01-31,37.9281981,-122.0393425,ChIJyUasNQBhhYAR-X6ZroOvnco
Safeway,"525 El Camino Real, Menlo Park, CA 94025, USA",San Francisco,CA,(650) 847-2901,https://local.safeway.com/safeway/ca/menlo-park/525-el-camino-real.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2123,4.3,True,False,2026-01-31,37.4505321,-122.1791572,ChIJ33JzmLOkj4ARisZhlgHYIYE
Safeway,"325 Sharon Park Dr, Menlo Park, CA 94025, USA",San Francisco,CA,(650) 854-3056,https://local.safeway.com/safeway/ca/menlo-park/325-s-sharon-park-dr.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,556,4.0,False,True,2026-01-31,37.4234422,-122.1970037,ChIJPd8zEN6kj4ARUeePpA8i7WE
Safeway,"3540 Mount Diablo Blvd, Lafayette, CA 94549, USA",San Francisco,CA,(925) 283-0228,https://local.safeway.com/safeway/ca/lafayette/3540-mt-diablo-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,734,4.0,False,True,2026-01-31,37.8928578,-122.1194644,ChIJoWtohVpihYARibkAnaicdvo
Safeway,"1655 El Camino Real, San Mateo, CA 94402, USA",San Francisco,CA,(650) 341-0374,https://local.safeway.com/safeway/ca/san-mateo/1655-el-camino-real.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1749,4.0,True,False,2026-01-31,37.5532143,-122.3136738,ChIJmxWz6V6ej4ARd6QJAY23jUA
Ralphs,"1435 W Chapman Ave, Orange, CA 92868, USA",Los Angeles,CA,(714) 634-2905,https://www.ralphs.com/stores/grocery/ca/orange/chapman-main-center/703/00008?cid=loc_70300008_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1097,4.2,True,False,2026-01-31,33.7888847,-117.8683236,ChIJOQg7u9fZ3IARrM4R0ESLupc
Speedway,"1501 W Roosevelt Rd, West Chicago, IL 60185, USA",Chicago,IL,(630) 876-9902,https://www.speedway.com/locations/IL/West-Chicago/1501-W-Roosevelt-Rd,"convenience_store,establishment,food,gas_station,point_of_interest,store",95,Critical,314,4.0,True,True,2026-01-31,41.8777348,-88.23567039999999,ChIJt8RH7GX-DogRj0c8Y3m69Yk
Bravo Supermarkets,"91 Humboldt St, Brooklyn, NY 11206, USA",New York,NY,(718) 387-0919,http://bravohumboldt.com/,"atm,bakery,establishment,finance,food,grocery_or_supermarket,health,liquor_store,pharmacy,point_of_interest,store,supermarket",95,Critical,230,4.0,True,True,2026-01-31,40.7045086,-73.9411607,ChIJ7Yt2TflbwokRaIYaiij3Dak
Foodsmart,"3415 W Diversey Ave, Chicago, IL 60647, USA",Chicago,IL,(773) 384-1125,http://www.foodsmartstores.com/,"atm,convenience_store,establishment,finance,food,grocery_or_supermarket,liquor_store,point_of_interest,store",95,Critical,338,4.2,True,True,2026-01-31,41.9316225,-87.71306469999999,ChIJw1YICHTND4gRkAXiEwqvOQI
Safeway,"3496 Camino Tassajara, Danville, CA 94506, USA",San Francisco,CA,(925) 736-0298,https://local.safeway.com/safeway/ca/danville/3496-camino-tassajara.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",95,Critical,439,4.2,False,True,2026-01-31,37.7980836,-121.9177857,ChIJO2I3LDjyj4ARZZblvifT2rc
Ralphs,"29675 The Old Rd, Castaic, CA 91384, USA",Los Angeles,CA,(661) 702-6911,https://www.ralphs.com/stores/grocery/ca/castaic/hasley-canyon-village/703/00084?cid=loc_70300084_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",95,Critical,363,4.2,True,False,2026-01-31,34.4567968,-118.6189757,ChIJB0UlElF-woARIA0q7d9kADI
QFC,"18921 Bothell Way NE, Bothell, WA 98011, USA",Seattle,WA,(425) 485-7548,https://www.qfc.com/stores/grocery/wa/bothell/bothell/705/00819?cid=loc_70500819_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",95,Critical,452,4.1,False,True,2026-01-31,47.7651942,-122.2116619,ChIJHzj900MOkFQRJUWn815YG2E
Safeway,"600 S Broadway, Walnut Creek, CA 94596, USA",San Francisco,CA,(925) 935-9205,https://local.safeway.com/safeway/ca/walnut-creek/600-s-broadway.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,938,3.9,True,False,2026-01-31,37.898108,-122.0566721,ChIJJYnQa8FhhYARmXTAxJ5Mz5k
Pak 'N Save Foods,"3889 San Pablo Ave, Emeryville, CA 94608, USA",San Francisco,CA,(510) 450-1200,https://local.safeway.com/pak-n-save/ca/emeryville/3889-san-pablo-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1991,3.8,True,True,2026-01-31,37.8293981,-122.2799636,ChIJUXe31hN-hYARgUNqPCC8Ib4
Safeway,"730 Taraval St, San Francisco, CA 94116, USA",San Francisco,CA,(415) 665-4136,https://local.safeway.com/safeway/ca/san-francisco/730-taraval-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1135,3.8,True,True,2026-01-31,37.7434468,-122.4740564,ChIJT_yGy5N9j4ARirOJ7uGsXZw
Jewel-Osco,"1341 N Paulina St, Chicago, IL 60622, USA",Chicago,IL,(773) 342-3410,https://local.jewelosco.com/il/chicago/1341-n-paulina-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2377,3.9,True,True,2026-01-31,41.9064754,-87.66944629999999,ChIJFVSfe8XSD4gRwDhg57GSuOw
Mariano's,"2021 W Chicago Ave, Chicago, IL 60622, USA",Chicago,IL,(773) 799-9000,https://www.marianos.com/stores/grocery/il/chicago/marianos-ukrainian-village/531/00527?cid=loc_53100527_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,1349,3.8,True,False,2026-01-31,41.8955736,-87.67833499999999,ChIJYzCVr0otDogRvZsJTDwqXUI
Safeway,"231 W Jackson St, Hayward, CA 94544, USA",San Francisco,CA,(510) 783-8611,https://local.safeway.com/safeway/ca/hayward/231-w-jackson-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1267,3.8,True,True,2026-01-31,37.6526998,-122.0915008,ChIJdxZesFCRj4ARoSdIWVPi5EA
24 7 Convenience Store,"310 Lexington Ave, Clifton, NJ 07011, USA",New York,NY,(973) 246-6525,,"convenience_store,establishment,food,point_of_interest,store",90,Critical,104,4.4,True,False,2026-01-31,40.8722795,-74.1293378,ChIJPyI2LMr-wokRw1gASVWwu7c
Safeway,"2811 Middlefield Rd, Palo Alto, CA 94306, USA",San Francisco,CA,(650) 321-8400,https://local.safeway.com/safeway/ca/palo-alto/2811-middlefield-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,705,3.9,True,True,2026-01-31,37.4328752,-122.1272763,ChIJd78gt1e6j4ARNvamGuQ4hDs
7-Eleven,"15 S Abbott Ave, Milpitas, CA 95035, USA",San Francisco,CA,(669) 237-5126,https://www.7-eleven.com/locations/ca/milpitas/15-south-abbott-ave-14240?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",90,Critical,72,4.1,True,False,2026-01-31,37.4283683,-121.9146569,ChIJ6cMQDNjIj4ARTpk1_zVBmRQ
MORTON WILLIAMS SUPERMARKETS,"917 9th Ave, New York, NY 10019, USA",New York,NY,(212) 586-8784,https://www.mortonwilliams.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,552,3.9,True,True,2026-01-31,40.7689628,-73.9852025,ChIJabm8wlhYwokRGwnWxb9HbtY
24 Hours Deli Grocery Store,"726 E 152nd St, Bronx, NY 10455, USA",New York,NY,(718) 665-0288,,"bakery,establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,restaurant,store",90,Critical,119,4.4,True,True,2026-01-31,40.815878,-73.907831,ChIJcWkCIbf1wokRiTdWKa4STw8
CTown Supermarkets,"Parking lot, 134-16 Liberty Ave, South Richmond Hill, NY 11419, USA",New York,NY,(718) 658-8817,https://locations.ctownsupermarkets.com/ctown-supermarkets-a2c94761b4d2?utm_source=Google&utm_medium=organic&utm_campaign=Yext,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1186,3.8,True,False,2026-01-31,40.691428,-73.81197139999999,ChIJVxGWrMxgwokRMPnbIRo78LI
QFC,"1401 Broadway, Seattle, WA 98122, USA",Seattle,WA,(206) 860-3818,https://www.qfc.com/stores/grocery/wa/seattle/harvard-market/705/00847?cid=loc_70500847_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,2323,3.8,False,True,2026-01-31,47.6138266,-122.3211088,ChIJMUGlcMxqkFQRYOqBHimvYbg
QFC,"417 Broadway E #2, Seattle, WA 98102, USA",Seattle,WA,(206) 328-6920,https://www.qfc.com/stores/grocery/wa/seattle/broadway-market/705/00887?cid=loc_70500887_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,956,3.8,True,True,2026-01-31,47.6225374,-122.3214287,ChIJK27z6C0VkFQRj6kaBPV22Vc
QFC,"2615 Broadway, Everett, WA 98201, USA",Seattle,WA,(425) 259-6061,https://www.qfc.com/stores/grocery/wa/everett/everett-broadway/705/00853?cid=loc_70500853_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",90,Critical,896,3.8,True,True,2026-01-31,47.9828305,-122.2006488,ChIJQ6cwZpaqmlQRK1uXo5CliXA
Walmart Supercenter,"9265 159th St, Orland Hills, IL 60487, USA",Chicago,IL,(708) 349-4300,https://www.walmart.com/store/1556-orland-hills-il/?veh=seo_loc,"bakery,clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,hardware_store,home_goods_store,point_of_interest,store",90,Critical,5459,3.9,True,True,2026-01-31,41.5991373,-87.84296780000001,ChIJvaXXUY0_DogR7Ya6LpXx1TY
Duane Reade,"136-02 Roosevelt Ave, Flushing, NY 11354, USA",New York,NY,(718) 886-3212,https://www.walgreens.com/locator/walgreens-13602+roosevelt+ave-flushing-ny-11354/id=14438,"clothing_store,convenience_store,establishment,food,point_of_interest,store",85,High,241,2.7,True,True,2026-02-04,40.7594983,-73.82980289999999,ChIJeRt12BFgwokRDsBy5p-Ydys
251 La Bodeguita Grocery Store,"251 E 119th St, New York, NY 10035, USA",New York,NY,(646) 575-0844,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,46,4.5,True,False,2026-02-04,40.7991524,-73.9366273,ChIJQbukGAj2wokR_4bMnz5DgIY
Morton Williams Supermarkets,"2941 Broadway, New York, NY 10027, USA",New York,NY,(212) 666-4190,https://www.mortonwilliams.com/our-locations,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",85,High,367,3.5,True,True,2026-02-04,40.8076824,-73.96459089999999,ChIJx5-q0D72wokR-98xbWUpdMY
Organic Green Planet Grocery Store,"53-17 Broadway, Woodside, NY 11377, USA",New York,NY,(347) 468-0581,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,8,5.0,True,True,2026-02-04,40.75346529999999,-73.9070029,ChIJX9P6YH9fwokRn9_ke_MBG0Q
Foodsmart,"2901 W Armitage Ave, Chicago, IL 60647, USA",Chicago,IL,(773) 772-3200,http://www.foodsmartstores.com/,"atm,establishment,finance,food,grocery_or_supermarket,liquor_store,point_of_interest,store,supermarket",85,High,290,3.6,True,True,2026-02-04,41.9171918,-87.69974069999999,ChIJIW70ZGDND4gRjNXXDLtdZBs
Mercer Mini Mart,"405 W Mercer St, Seattle, WA 98119, USA",Seattle,WA,(206) 285-6486,,"convenience_store,establishment,food,point_of_interest,store",85,High,50,4.3,False,True,2026-02-04,47.6244751,-122.3621727,ChIJPS2Dw0IVkFQRYMKFhxlMhW4
Sunshine Grocery Store,"240 Garden St, Hoboken, NJ 07030, USA",New York,NY,(201) 402-3977,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,22,4.5,False,True,2026-02-04,40.7402538,-74.03213029999999,ChIJbY-XpV9XwokRta8Usiv0IAA
1614 Brother Grocery Store,"1614 Westchester Ave, Bronx, NY 10472, USA",New York,NY,(718) 328-0919,,"establishment,food,grocery_or_supermarket,point_of_interest,store",85,High,11,5.0,True,False,2026-02-04,40.8292784,-73.8748203,ChIJwcgkmu_0wokRROnCYOofz90
Quik Mart,"810 W 59th St, Chicago, IL 60621, USA",Chicago,IL,,,"convenience_store,establishment,food,point_of_interest,store",85,High,34,4.8,True,True,2026-02-04,41.7871225,-87.645612,ChIJgznYdu8uDogR_h8NvI7qorY
Starlight Market,"402 Ellis St, San Francisco, CA 94102, USA",San Francisco,CA,(415) 371-9162,https://nrsgo.com/starlight_market,"convenience_store,establishment,food,liquor_store,point_of_interest,store",85,High,45,4.3,False,True,2026-02-04,37.7849613,-122.4129526,ChIJ5bGoIZCAhYARo4qqJp0xvoY
Safeway,"4732 Brooklyn Ave NE, Seattle, WA 98105, USA",Seattle,WA,(206) 926-2620,https://local.safeway.com/safeway/wa/seattle/4732-brooklyn-ave-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",85,High,279,3.4,False,True,2026-02-04,47.66420309999999,-122.3138864,ChIJZawbT-QVkFQRJ9PTTZuZlxQ
REBEL Convenience Stores,"8716 Ogden Ave, Lyons, IL 60534, USA",Chicago,IL,(708) 680-2013,http://www.rebelstores.com/,"convenience_store,establishment,food,point_of_interest,store",85,High,24,4.5,True,True,2026-02-04,41.816567,-87.8387437,ChIJP3SZv5s3DogRudtF5RhbTuk
Polk & Post Convenience Store,"1101 Post St, San Francisco, CA 94109, USA",San Francisco,CA,(415) 240-9332,,"convenience_store,establishment,food,point_of_interest,store",85,High,19,4.7,True,True,2026-02-04,37.786626,-122.42011,ChIJhQE2lDSBhYARinwtEfSbxcM
Bolla Market,"231 Bay St, Staten Island, NY 10301, USA",New York,NY,(718) 720-5100,http://bollamarket.com/,"convenience_store,establishment,food,point_of_interest,store",80,High,70,2.6,True,False,2026-02-04,40.6363778,-74.07561040000002,ChIJSwnn4NJPwokRbHO1Fp3V5F0
Pizzeria Portofino,"317 N Clark St, Chicago, IL 60654, USA",Chicago,IL,(312) 900-9018,http://pizzeriaportofino.com/,"establishment,food,point_of_interest,restaurant",80,High,13968,4.8,True,True,2026-02-04,41.8879836,-87.6307625,ChIJF774nd4tDogRWPjaRHqyj5I
Te'Kila,"6541 Hollywood Blvd, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 960-2404,http://tekilahollywood.com/,"bar,establishment,food,point_of_interest,restaurant",80,High,1737,4.3,True,True,2026-02-04,34.1017391,-118.3324406,ChIJKX2KYzu_woAR90Mynae0j00
Pequod's Pizza,"2207 N Clybourn Ave, Chicago, IL 60614, USA",Chicago,IL,(773) 327-1512,http://pequodspizza.com/chicago/?utm_source=google_my_business&utm_medium=organic,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,15922,4.4,True,True,2026-02-04,41.921934,-87.6643512,ChIJQ6vcPuTSD4gRTbyKKQufF_o
Foo-Chow Restaurant,"949 N Hill St, Los Angeles, CA 90012, USA",Los Angeles,CA,(213) 485-1294,http://www.foochowla.com/,"establishment,food,point_of_interest,restaurant",80,High,1201,4.5,True,False,2026-02-04,34.0658978,-118.2383402,ChIJlzIip1nGwoAR_PIzuDetJFI
7-Eleven,"200 S Los Angeles St Unit A2, Los Angeles, CA 90012, USA",Los Angeles,CA,(213) 598-4252,https://www.7-eleven.com/locations/ca/los-angeles/200-a2-los-angeles-st-38266?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,128,3.2,True,True,2026-02-04,34.0499654,-118.2430794,ChIJud8aowPHwoARw_Uxh5-VZEs
Calaca Mamas Cantina,"1550 S Harbor Blvd, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 215-4226,https://www.calacamamas.com/,"establishment,food,point_of_interest,restaurant",80,High,572,4.0,False,True,2026-02-04,33.8093596,-117.9147623,ChIJ93HqC5DX3IARpnsRKRKjeVY
7-Eleven,"@ Broadway, 152 Pine Ave, Long Beach, CA 90802, USA",Los Angeles,CA,(562) 435-4116,https://www.7-eleven.com/locations/ca/long-beach/152-pine-ave-33450?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,81,2.9,False,True,2026-02-04,33.7691226,-118.1921763,ChIJ-bwJvjkx3YARjQHdWskTHbE
Chi Cafe,"2160 S Archer Ave, Chicago, IL 60616, USA",Chicago,IL,(312) 842-9993,https://www.chicafeonline.com/?utm_source=google&utm_medium=website,"establishment,food,point_of_interest,restaurant",80,High,1886,4.3,False,True,2026-02-04,41.8534879,-87.6345473,ChIJWQcymWEsDogRKMRtP1XzEfU
New Star Restaurant,"7444 W North Ave, Elmwood Park, IL 60707, USA",Chicago,IL,(708) 453-8242,https://www.newstarrestaurant.com/,"establishment,food,point_of_interest,restaurant",80,High,3868,4.5,True,False,2026-02-04,41.9089322,-87.8128661,ChIJY4itKSbLD4gRGSqiaZY_GWo
