name,address,city,state,phone,website,types,lead_score,priority,review_count,rating,on_ubereats,on_grubhub,contact_by_date,latitude,longitude,place_id
CTown Supermarkets,"602 Main Ave, Passaic, NJ 07055, USA",New York,NY,(973) 777-1299,https://locations.ctownsupermarkets.com/ctown-supermarkets-64ff5f305400?utm_source=Google&utm_medium=organic&utm_campaign=Yext,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,933,4.3,True,False,2026-01-31,40.8595684,-74.12433109999999,ChIJ0dCcUdP-wokRFWBNgbssoss
Morton Williams Supermarkets,"908 2nd Ave, New York, NY 10017, USA",New York,NY,(212) 308-6922,https://www.mortonwilliams.com/our-locations,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1174,4.1,True,True,2026-01-31,40.7537995,-73.96896219999999,ChIJwdELkOJYwokRgSJOA1wL2Mo
ShopRite of Wallington,"375 Paterson Ave, Wallington, NJ 07057, USA",New York,NY,(201) 508-8000,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=136,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2789,4.4,False,True,2026-01-31,40.8446362,-74.1058193,ChIJeXPchdv4wokR0roGktHkfGE
Safeway,"6688 Alhambra Ave, Martinez, CA 94553, USA",San Francisco,CA,(925) 933-0540,https://local.safeway.com/safeway/ca/martinez/6688-alhambra-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,628,4.1,True,True,2026-01-31,37.9579261,-122.0939505,ChIJFdVUtBpkhYARinhQ3b4eLkc
Tony's Fresh Market,"7111 Cermak Rd, Berwyn, IL 60402, USA",Chicago,IL,(708) 683-4072,https://locations.tonysfreshmarket.com/ll/us/il/berwyn/7111-w-cermak-rd/,"establishment,food,grocery_or_supermarket,point_of_interest,store",100,Critical,2770,4.3,False,True,2026-01-31,41.8488221,-87.8005531,ChIJDSXFsEU0DogR059oQSYjww0
Jewel-Osco,"1224 S Wabash Ave, Chicago, IL 60605, USA",Chicago,IL,(312) 663-0580,https://local.jewelosco.com/il/chicago/1224-s-wabash-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3804,4.1,True,True,2026-01-31,41.866463,-87.6262491,ChIJl69B35osDogR5VbyA6Qtvog
Food 4 Less,"1724 165th St, Hammond, IN 46320, USA",Chicago,IL,(219) 845-2918,https://www.food4less.com/stores/grocery/in/hammond/hammond-shopping-center/708/00787?cid=loc_70800787_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1480,4.0,True,True,2026-01-31,41.59387,-87.4867809,ChIJMUeMGkfeEYgRaFYLsfdaOt4
Safeway,"9620 28th Ave SW, Seattle, WA 98126, USA",Seattle,WA,(206) 935-3996,https://local.safeway.com/safeway/wa/seattle/9620-28th-ave-sw.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2515,4.1,True,False,2026-01-31,47.5166889,-122.3666833,ChIJjRhZL19BkFQRyKjTI1_hYCU
Town & Country Market Mill Creek,"15605 Main St, Mill Creek, WA 98012, USA",Seattle,WA,(425) 357-3240,https://townandcountrymarkets.com/markets/mill-creek?utm_source=gbp&utm_medium=organic&utm_campaign=fm,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2748,4.7,True,False,2026-01-31,47.8565796,-122.2198233,ChIJ24Tc6XcGkFQRKrAQuApTcEo
QFC,"500 Mercer St, Seattle, WA 98109, USA",Seattle,WA,(206) 352-4020,https://www.qfc.com/stores/grocery/wa/seattle/uptown/705/00881?cid=loc_70500881_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1653,4.2,True,False,2026-01-31,47.62502689999999,-122.3471738,ChIJZ-cPR0cVkFQRdyzvy-ujhro
Fred Meyer,"365 Renton Center Way SW, Renton, WA 98057, USA",Seattle,WA,(425) 204-5200,https://www.fredmeyer.com/stores/grocery/wa/renton/renton/701/00459?cid=loc_70100459_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,2156,4.0,True,False,2026-01-31,47.4773474,-122.2190404,ChIJg5wYWbJCkFQRtB47kym02sY
Meijer,"611 W Lincoln Hwy, Merrillville, IN 46410, USA",Chicago,IL,(219) 650-3700,https://www.meijer.com/shopping/store-locator/165.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4754,4.2,True,True,2026-01-31,41.4677978,-87.34595589999999,ChIJBdD5ACDvEYgR2zMlydxKRDE
Jewel-Osco,"1220 S Ashland Ave, Chicago, IL 60608, USA",Chicago,IL,(312) 733-0153,https://local.jewelosco.com/il/chicago/1220-s-ashland-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3511,4.1,True,True,2026-01-31,41.86591629999999,-87.668622,ChIJgZ_UMgUtDogRUJ1r21D89DY
Meijer,"755 E Boughton Rd, Bolingbrook, IL 60440, USA",Chicago,IL,(630) 783-5300,https://www.meijer.com/shopping/store-locator/215.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3247,4.3,True,False,2026-01-31,41.7212148,-88.03601660000001,ChIJOQdxF-1aDogRHCuwzLUvdWk
Jewel-Osco,"370 N Desplaines St, Chicago, IL 60661, USA",Chicago,IL,(312) 243-2710,https://local.jewelosco.com/il/chicago/370-n-des-plaines-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1738,4.3,True,True,2026-01-31,41.8887205,-87.6449859,ChIJuTv6DcwsDogR4iM3ChhHxIE
Mariano's,"333 E Benton Pl, Chicago, IL 60601, USA",Chicago,IL,(312) 228-1349,https://www.marianos.com/stores/grocery/il/chicago/marianos-lakeshore-east/531/00503?cid=loc_53100503_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,702,4.1,True,False,2026-01-31,41.8852691,-87.6184837,ChIJo9X181crDogRaEqrf4G9v7I
Jewel-Osco,"9350 W 159th St, Orland Park, IL 60462, USA",Chicago,IL,(708) 403-6920,https://local.jewelosco.com/il/orland-park/9350-w-159th-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1607,4.2,True,True,2026-01-31,41.6034431,-87.8466567,ChIJ_3RgBY0_DogRKNDMmxwV6jA
Meijer,"15701 71st Ct, Orland Park, IL 60462, USA",Chicago,IL,(708) 342-9900,https://www.meijer.com/shopping/store-locator/262.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1727,4.2,False,True,2026-01-31,41.6047783,-87.7909497,ChIJMa3QA2k-DogRIKCDcfQWMsY
Mariano's,"3030 N Broadway Suite 100, Chicago, IL 60657, USA",Chicago,IL,(773) 935-0294,https://www.marianos.com/stores/grocery/il/chicago/marianos-3030-broadway/531/00538?cid=loc_53100538_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1407,4.2,True,True,2026-01-31,41.9373349,-87.6447764,ChIJJx-TGKfTD4gRzlQFzvvCJ4s
Meijer,"9200 S Western Ave, Evergreen Park, IL 60805, USA",Chicago,IL,(708) 499-8100,https://www.meijer.com/shopping/store-locator/265.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3530,4.3,True,True,2026-01-31,41.7247519,-87.68505019999999,ChIJ05WuVkQlDogRWGLB0BgvXWc
Jewel-Osco,"3220 Chicago Rd, South Chicago Heights, IL 60411, USA",Chicago,IL,(708) 755-7372,https://local.jewelosco.com/il/south-chicago-heights/3220-chicago-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2163,4.1,True,True,2026-01-31,41.4794971,-87.6389481,ChIJq5hdeeobDogRWhP-Z6UPYj8
Fred Meyer,"6305 Bridgeport Way W, University Place, WA 98467, USA",Seattle,WA,(253) 460-4000,https://www.fredmeyer.com/stores/grocery/wa/university-place/university-place/701/00615?cid=loc_70100615_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1525,4.2,False,True,2026-01-31,47.200633,-122.5287876,ChIJP0VPt4EAkVQRKqXsXPknZ_c
Safeway,"4128 Rucker Ave, Everett, WA 98203, USA",Seattle,WA,(425) 258-3552,https://local.safeway.com/safeway/wa/everett/4128-rucker-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2632,4.0,True,True,2026-01-31,47.96254990000001,-122.2120566,ChIJBXjqgX4AkFQRhHVTMIhkqlo
Fred Meyer,"2902 164th St SW, Lynnwood, WA 98087, USA",Seattle,WA,(425) 787-4900,https://www.fredmeyer.com/stores/grocery/wa/lynnwood/alderwood/701/00688?cid=loc_70100688_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1581,4.3,False,True,2026-01-31,47.847454,-122.2730248,ChIJ4ZAzC60FkFQRmOgS7fO5WuI
Fred Meyer,"4615 196th St SW Ste 175, Lynnwood, WA 98036, USA",Seattle,WA,(425) 670-0200,https://www.fredmeyer.com/stores/grocery/wa/lynnwood/lynnwood/701/00180?cid=loc_70100180_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,2359,4.1,False,True,2026-01-31,47.8221239,-122.2955346,ChIJ1RSRZUAFkFQROUYO4wujGc8
Safeway,"19651 US-2, Monroe, WA 98272, USA",Seattle,WA,(360) 794-9292,https://local.safeway.com/safeway/wa/monroe/19651-hwy-2.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1736,4.2,True,False,2026-01-31,47.8600292,-121.9676364,ChIJX2oBCfammlQRWSPSVb2bntw
Safeway,"460 SW Mt Si Blvd, North Bend, WA 98045, USA",Seattle,WA,(425) 831-2122,https://local.safeway.com/safeway/wa/north-bend/460-sw-mt-si-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1361,4.1,True,False,2026-01-31,47.48727539999999,-121.7913939,ChIJS0SqXDh8kFQRQcI89ptJbYc
Fred Meyer,"5502 Point Fosdick Dr, Gig Harbor, WA 98335, USA",Seattle,WA,(253) 432-8800,https://www.fredmeyer.com/stores/grocery/wa/gig-harbor/gig-harbor/701/00691?cid=loc_70100691_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,678,4.0,True,False,2026-01-31,47.3073187,-122.5814125,ChIJxSDVCC1TkFQRDhhWiXAG-uA
Safeway,"10223 Gravelly Lake Dr SW, Lakewood, WA 98499, USA",Seattle,WA,(253) 581-2072,https://local.safeway.com/safeway/wa/lakewood/10223-gravelly-lake-dr-sw.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3328,4.1,False,True,2026-01-31,47.1641406,-122.5184299,ChIJZXir5N4AkVQReUi70l15K0Y
Safeway,"11330 51st Ave NW, Gig Harbor, WA 98332, USA",Seattle,WA,(253) 853-4750,https://local.safeway.com/safeway/wa/gig-harbor/11330-nw-51st-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1531,4.1,True,True,2026-01-31,47.3608307,-122.6046917,ChIJ2WV122VNkFQRYvzMd-as31g
T&T Supermarket Bellevue,"12620 SE 41st Pl, Bellevue, WA 98006, USA",Seattle,WA,(425) 818-3260,https://www.tntsupermarket.us/,"establishment,food,grocery_or_supermarket,point_of_interest,store",100,Critical,1769,4.1,True,False,2026-01-31,47.5729056,-122.1727598,ChIJY6LzUQBpkFQRbXkqowRYynA
WinCo Foods,"21100 91st Pl S, Kent, WA 98031, USA",Seattle,WA,(253) 850-8818,https://wincofoods.com/,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4276,4.4,True,False,2026-01-31,47.4146395,-122.2190107,ChIJnRR5LkFckFQRvJE_w1UyRWc
Safeway,"300 Bellevue Way NE, Bellevue, WA 98004, USA",Seattle,WA,(425) 749-3885,https://local.safeway.com/safeway/wa/bellevue/300-bellevue-way-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2278,4.3,True,False,2026-01-31,47.6130672,-122.200964,ChIJ55QQpIdskFQRmIcPnF7hHyc
Fred Meyer,"100 NW 85th St, Seattle, WA 98117, USA",Seattle,WA,(206) 784-9600,https://www.fredmeyer.com/stores/grocery/wa/seattle/greenwood/701/00122?cid=loc_70100122_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1790,4.1,True,True,2026-01-31,47.6919955,-122.3587811,ChIJt9x0YCAUkFQRHa6Jow_bwQo
Safeway,"2637 N Pearl St, Tacoma, WA 98407, USA",Seattle,WA,(253) 759-9251,https://local.safeway.com/safeway/wa/tacoma/2637-n-pearl-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1732,4.2,True,True,2026-01-31,47.2727994,-122.513735,ChIJ90_YfrhUkFQRbUGMZZRJ7Wc
Seafood City Supermarket,"1368 Southcenter Mall #100, Tukwila, WA 98188, USA",Seattle,WA,(206) 316-4258,http://www.seafoodcity.com/,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,restaurant,store",100,Critical,3428,4.2,True,True,2026-01-31,47.4598682,-122.2560468,ChIJ9U9yrNNckFQRfpw2SFt_iVk
Safeway,"24040 Bothell Everett Hwy, Bothell, WA 98021, USA",Seattle,WA,(425) 482-2767,https://local.safeway.com/safeway/wa/bothell/24040-bothell-everett-hwy.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1443,4.2,True,True,2026-01-31,47.7788214,-122.2207651,ChIJSSrwE00OkFQRgqqhLM-GC-w
Martinez Mexican Bar & Grill,"3301 S Morgan St, Chicago, IL 60608, USA",Chicago,IL,(773) 254-4048,http://martinezmexicanbargrill.com/,"bar,convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,restaurant,store",100,Critical,770,4.4,True,True,2026-01-31,41.834673,-87.65092,ChIJJde-SzYsDogRRUm3_4WtgJs
Jewel-Osco,"3570 N Elston Ave, Chicago, IL 60618, USA",Chicago,IL,(773) 583-9150,https://local.jewelosco.com/il/chicago/3570-n-elston-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2128,4.2,True,False,2026-01-31,41.9453037,-87.7086398,ChIJtfDxwJrND4gRf-DXSM7WOPo
ACME Markets,"125 Franklin Turnpike, Mahwah, NJ 07430, USA",New York,NY,(201) 529-9775,https://local.acmemarkets.com/nj/mahwah/125-franklin-turnpike.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1078,4.2,False,True,2026-01-31,41.0990633,-74.1446481,ChIJEZmDtt3gwokRi6G1HM8Si9I
Safeway,"15 Marina Blvd, San Francisco, CA 94123, USA",San Francisco,CA,(415) 563-4946,https://local.safeway.com/safeway/ca/san-francisco/15-marina-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2881,4.2,True,True,2026-01-31,37.8044671,-122.4328651,ChIJd95lW9iAhYARwmwzx6GugCg
ALDI,"1739 W Cermak Rd, Chicago, IL 60608, USA",Chicago,IL,(855) 955-2534,https://www.aldi.us/stores/l/il/chicago/1739-west-cermak-rd/f608,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2173,4.5,True,True,2026-01-31,41.85226,-87.66941,ChIJoXitY6YtDogRKkQ8OuT1g68
Berkeley Bowl Marketplace,"2020 Oregon St, Berkeley, CA 94703, USA",San Francisco,CA,(510) 843-6929,http://www.berkeleybowl.com/,"establishment,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store,supermarket",100,Critical,3847,4.6,False,True,2026-01-31,37.857061,-122.267212,ChIJxRCJY4B-hYAR8pED77RBzRY
Safeway,"39100 Argonaut Way, Fremont, CA 94538, USA",San Francisco,CA,(510) 794-1666,https://local.safeway.com/safeway/ca/fremont/39100-argonaut-way.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1744,4.0,True,False,2026-01-31,37.5453319,-121.9894383,ChIJ01MvKZzAj4AR82AKNv8jfY0
Safeway,"3550 Fruitvale Ave, Oakland, CA 94602, USA",San Francisco,CA,(510) 530-7067,https://local.safeway.com/safeway/ca/oakland/3550-fruitvale-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1868,4.1,False,True,2026-01-31,37.80132890000001,-122.2154864,ChIJTTlBXqmHj4AR8XmtBq-0YU8
Safeway,"46848 Mission Blvd, Fremont, CA 94539, USA",San Francisco,CA,(510) 497-1003,https://local.safeway.com/safeway/ca/fremont/46848-mission-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1552,4.1,True,True,2026-01-31,37.4896436,-121.9274557,ChIJZYFdHkPGj4ARSQ2sRvpqL8o
Food 4 Less,"3039 S Cicero Ave, Cicero, IL 60804, USA",Chicago,IL,(708) 652-4257,https://www.food4less.com/stores/grocery/il/cicero/31st-cicero/708/00551?cid=loc_70800551_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1014,4.1,False,True,2026-01-31,41.8376472,-87.74120719999999,ChIJG8aUB8ozDogRwYVAPzVL440
Safeway,"1380 Linda Mar Shopping Center, Pacifica, CA 94044, USA",San Francisco,CA,(650) 359-6707,https://local.safeway.com/safeway/ca/pacifica/1380-linda-mar-shopping-center.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1394,4.1,False,True,2026-01-31,37.594446,-122.5029562,ChIJfTJ8-Yxwj4ARSq8vUY9Orhw
Foodmaxx,"699 Lewelling Blvd, San Leandro, CA 94579, USA",San Francisco,CA,(510) 614-7345,https://www.foodmaxx.com/stores/873af1b9-65c8-4a9f-bcbe-3c432a1916de/SAN%20LEANDRO/416/SAN%20LEANDRO,"establishment,food,grocery_or_supermarket,meal_delivery,point_of_interest,restaurant,store,supermarket",100,Critical,1126,4.0,True,True,2026-01-31,37.6878718,-122.1351291,ChIJVaF-SjaQj4AROku0k4S6Vk4
Jewel-Osco,"333 E Euclid Ave, Mt Prospect, IL 60056, USA",Chicago,IL,(847) 394-9390,https://local.jewelosco.com/il/mount-prospect/333-e-euclid-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,975,4.2,True,False,2026-01-31,42.0873539,-87.93095600000001,ChIJQadJXIi5D4gRKYz0DMk-GsM
Pete's Fresh Market #9 - Oakbrook Terrace,"17w675 Roosevelt Rd, Oakbrook Terrace, IL 60181, USA",Chicago,IL,(630) 812-6100,http://www.petesfresh.com/,"bakery,cafe,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4662,4.5,True,False,2026-01-31,41.858949,-87.97341589999999,ChIJ0eamFqtNDogR86NVIcTIKJU
Safeway,"2600 Willow Pass Rd, Concord, CA 94519, USA",San Francisco,CA,(925) 689-3240,https://local.safeway.com/safeway/ca/concord/2600-willow-pass-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2136,4.1,True,True,2026-01-31,37.9782215,-122.0282109,ChIJC_ZoaSVnhYARLMmMa3zm7QA
Mariano's,"40 S Halsted St, Chicago, IL 60661, USA",Chicago,IL,(312) 243-7657,https://www.marianos.com/stores/grocery/il/chicago/marianos-west-loop/531/00508?cid=loc_53100508_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1961,4.3,True,True,2026-01-31,41.8808742,-87.64795389999999,ChIJf56prsQsDogR1ZIKNBWokaA
Foodmaxx,"3000 E 9th St, Oakland, CA 94606, USA",San Francisco,CA,(510) 437-8000,https://www.foodmaxx.com/stores/479697d0-1744-40e7-8a24-2da38dc0d6c6/E.%20NINTH/484/OAKLAND,"establishment,food,grocery_or_supermarket,meal_delivery,point_of_interest,restaurant,store,supermarket",100,Critical,2316,4.0,True,True,2026-01-31,37.7754633,-122.2306101,ChIJS53IevKGj4ARcWN0fAkZVIY
Kings Liquor & Junior Market,"500 W Orangewood Ave, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 971-2000,,"convenience_store,establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,store",95,Critical,245,4.8,False,True,2026-01-31,33.795706,-117.914313,ChIJtVLaFubX3IARgII1XhXdrPI
Pavilions,"3901 Portola Pkwy, Irvine, CA 92602, USA",Los Angeles,CA,(657) 273-5753,https://local.pavilions.com/ca/irvine/3901-portola-pkwy.html,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",95,Critical,424,4.4,True,True,2026-01-31,33.7349521,-117.760729,ChIJaRdy8p_c3IARg7487FsNkXU
24 7 Convenience Store,"310 Lexington Ave, Clifton, NJ 07011, USA",New York,NY,(973) 246-6525,,"convenience_store,establishment,food,point_of_interest,store",90,Critical,104,4.4,True,False,2026-01-31,40.8722795,-74.1293378,ChIJPyI2LMr-wokRw1gASVWwu7c
Safeway,"1207 S 320th St, Federal Way, WA 98003, USA",Seattle,WA,(253) 839-8503,https://local.safeway.com/safeway/wa/federal-way/1207-s-320th-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2305,3.8,False,True,2026-01-31,47.31364050000001,-122.3179706,ChIJyzuqbXZXkFQRyE6WPSY0Xkw
Safeway,"2020 Market St, San Francisco, CA 94114, USA",San Francisco,CA,(415) 861-7660,https://local.safeway.com/safeway/ca/san-francisco/2020-market-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,4504,3.8,True,False,2026-01-31,37.7691755,-122.4278748,ChIJRRbkIx5-j4ARLyQH0X-xdbY
Safeway,"30 Chestnut Ave, South San Francisco, CA 94080, USA",San Francisco,CA,(650) 952-8867,https://local.safeway.com/safeway/ca/south-san-francisco/30-chestnut-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1434,3.9,True,False,2026-01-31,37.6555557,-122.4316232,ChIJidNPqnd5j4AR-8q-9kPqwuQ
Pak 'N Save Foods,"3889 San Pablo Ave, Emeryville, CA 94608, USA",San Francisco,CA,(510) 450-1200,https://local.safeway.com/pak-n-save/ca/emeryville/3889-san-pablo-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1992,3.8,True,True,2026-01-31,37.8293981,-122.2799636,ChIJUXe31hN-hYARgUNqPCC8Ib4
Walmart Neighborhood Market,"4080 Stevens Creek Blvd, San Jose, CA 95129, USA",San Francisco,CA,(408) 556-4505,https://www.walmart.com/store/2486-san-jose-ca/?veh=seo_loc,"bakery,department_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2456,3.9,False,True,2026-01-31,37.3216605,-121.9732084,ChIJcezwU5LKj4ARolZJF2W8cmo
Safeway,"2811 Middlefield Rd, Palo Alto, CA 94306, USA",San Francisco,CA,(650) 321-8400,https://local.safeway.com/safeway/ca/palo-alto/2811-middlefield-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,705,3.9,False,True,2026-01-31,37.4328752,-122.1272763,ChIJd78gt1e6j4ARNvamGuQ4hDs
Safeway,"2300 16th St Unit 203, San Francisco, CA 94103, USA",San Francisco,CA,(415) 575-1120,https://local.safeway.com/safeway/ca/san-francisco/2300-16th-st-unit-203.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2656,3.8,True,True,2026-01-31,37.7669091,-122.4093346,ChIJ9a3hyi9-j4AR2ayb9h1Vxss
Safeway,"21401 Pacific Hwy S, Des Moines, WA 98198, USA",Seattle,WA,(206) 824-2737,https://local.safeway.com/safeway/wa/des-moines/21401-pacific-hwy-s.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,3192,3.9,False,True,2026-01-31,47.40998769999999,-122.2994393,ChIJB_-LtXRbkFQR9sERCNafSo8
Cardenas Markets,"1630 High St, Oakland, CA 94601, USA",San Francisco,CA,(510) 532-2654,https://locations.cardenasmarkets.com/ll/us/ca/oakland/1630-high-st,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2258,3.8,False,True,2026-01-31,37.7733434,-122.21213,ChIJ8TutmGaGj4ARJoiSsRR87_E
Safeway,"4011 S 164th St, Seattle, WA 98188, USA",Seattle,WA,(206) 244-2567,https://local.safeway.com/safeway/wa/seattle/4011-s-164th.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,2535,3.9,False,True,2026-01-31,47.455652,-122.2824069,ChIJDW92XzVDkFQR2tux0r4unbA
Safeway,"3820 Rainier Ave S, Seattle, WA 98118, USA",Seattle,WA,(206) 725-9575,https://local.safeway.com/safeway/wa/seattle/3820-rainier-ave-s.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1973,3.7,False,True,2026-01-31,47.5692087,-122.2881353,ChIJcXJg9W5qkFQRmTFjH1TWR20
Safeway,"298 King St, San Francisco, CA 94107, USA",San Francisco,CA,(415) 633-1001,https://local.safeway.com/safeway/ca/san-francisco/298-king-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,1803,3.8,True,True,2026-01-31,37.7767786,-122.3940717,ChIJ7yjl6tZ_j4AR8EZbiYD5hKs
Walmart Supercenter,"77 Green Acres Rd S, Valley Stream, NY 11581, USA",New York,NY,(516) 887-0127,https://www.walmart.com/store/5293-valley-stream-ny/?veh=seo_loc,"bakery,clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,hardware_store,home_goods_store,point_of_interest,store",90,Critical,23500,3.9,False,True,2026-01-31,40.6607799,-73.726629,ChIJA9hlDhVkwokRD3kgG5Ll7xc
South Loop Market - Michigan Ave,"1720 S Michigan Ave, Chicago, IL 60616, USA",Chicago,IL,(312) 753-5793,http://www.southloopmarket.com/,"convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",90,Critical,58,4.6,False,True,2026-01-31,41.8584799,-87.6241136,ChIJUUWB0IYsDogR36y5gkXliA0
Walmart Supercenter,"9265 159th St, Orland Hills, IL 60487, USA",Chicago,IL,(708) 349-4300,https://www.walmart.com/store/1556-orland-hills-il/?veh=seo_loc,"bakery,clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,hardware_store,home_goods_store,point_of_interest,store",90,Critical,5459,3.9,False,True,2026-01-31,41.5991373,-87.84296780000001,ChIJvaXXUY0_DogR7Ya6LpXx1TY
